"","ROI95lo","ROIavg","fractaken","numtaken","badProb","interest","intceil"
"25","-0.071500"," 0.10800","1.88e-06","     1","0.0050","0.105","0.130"
"26","-0.071500"," 0.10800","1.88e-06","     1","0.0050","0.100","0.130"
"27","-0.066600"," 0.10300","3.77e-06","     2","0.0050","0.095","0.130"
"28","-0.066600"," 0.10300","3.77e-06","     2","0.0050","0.090","0.130"
"29","-0.066600"," 0.10300","3.77e-06","     2","0.0050","0.085","0.130"
"30","-0.066600"," 0.10300","3.77e-06","     2","0.0050","0.080","0.130"
"31","-0.066600"," 0.10300","3.77e-06","     2","0.0050","0.075","0.130"
"32","-0.066600"," 0.10300","3.77e-06","     2","0.0050","0.070","0.130"
"33","-0.016600"," 0.09180","5.65e-06","     3","0.0050","0.065","0.130"
"34"," 0.012200"," 0.07960","9.42e-06","     5","0.0050","0.060","0.130"
"39","-0.081500"," 0.12300","1.88e-06","     1","0.0075","0.120","0.130"
"40","-0.081500"," 0.12300","1.88e-06","     1","0.0075","0.115","0.130"
"41","-0.081500"," 0.12300","1.88e-06","     1","0.0075","0.110","0.130"
"42","-0.074800"," 0.11500","3.77e-06","     2","0.0075","0.105","0.130"
"43","-0.074800"," 0.11500","3.77e-06","     2","0.0075","0.100","0.130"
"44","-0.018400"," 0.11000","5.65e-06","     3","0.0075","0.095","0.130"
"45"," 0.004660"," 0.10500","7.53e-06","     4","0.0075","0.090","0.130"
"46"," 0.004660"," 0.10500","7.53e-06","     4","0.0075","0.085","0.130"
"47"," 0.004660"," 0.10500","7.53e-06","     4","0.0075","0.080","0.130"
"48"," 0.034000"," 0.09210","1.51e-05","     8","0.0075","0.075","0.130"
"49"," 0.039000"," 0.08810","1.88e-05","    10","0.0075","0.070","0.130"
"50"," 0.047300"," 0.07970","3.39e-05","    18","0.0075","0.065","0.130"
"51"," 0.050300"," 0.07300","5.65e-05","    30","0.0075","0.060","0.130"
"56","-0.081500"," 0.12300","1.88e-06","     1","0.0100","0.120","0.130"
"57","-0.019700"," 0.12100","5.65e-06","     3","0.0100","0.115","0.130"
"58"," 0.005970"," 0.11900","7.53e-06","     4","0.0100","0.110","0.130"
"59"," 0.020700"," 0.11700","9.42e-06","     5","0.0100","0.105","0.130"
"60"," 0.020700"," 0.11700","9.42e-06","     5","0.0100","0.100","0.130"
"61"," 0.029900"," 0.11400","1.13e-05","     6","0.0100","0.095","0.130"
"62"," 0.036000"," 0.11100","1.32e-05","     7","0.0100","0.090","0.130"
"63","-0.132000"," 0.01770","1.70e-05","     9","0.0100","0.085","0.130"
"64","-0.092300"," 0.02980","2.07e-05","    11","0.0100","0.080","0.130"
"65","-0.001900"," 0.05610","4.52e-05","    24","0.0100","0.075","0.130"
"66"," 0.012300"," 0.05950","5.65e-05","    30","0.0100","0.070","0.130"
"67"," 0.034600"," 0.06360","9.79e-05","    52","0.0100","0.065","0.130"
"68"," 0.038900"," 0.05840","1.68e-04","    89","0.0100","0.060","0.130"
"73","-0.081500"," 0.12300","1.88e-06","     1","0.0125","0.120","0.130"
"74"," 0.021000"," 0.11900","9.42e-06","     5","0.0125","0.115","0.130"
"75"," 0.031200"," 0.11800","1.13e-05","     6","0.0125","0.110","0.130"
"76"," 0.038200"," 0.11700","1.32e-05","     7","0.0125","0.105","0.130"
"77"," 0.047600"," 0.11400","1.70e-05","     9","0.0125","0.100","0.130"
"78"," 0.055200"," 0.11000","2.26e-05","    12","0.0125","0.095","0.130"
"79"," 0.060500"," 0.10600","3.01e-05","    16","0.0125","0.090","0.130"
"80"," 0.006490"," 0.06640","4.52e-05","    24","0.0125","0.085","0.130"
"81"," 0.027500"," 0.07140","6.40e-05","    34","0.0125","0.080","0.130"
"82"," 0.045900"," 0.07420","1.07e-04","    57","0.0125","0.075","0.130"
"83"," 0.051500"," 0.07400","1.41e-04","    75","0.0125","0.070","0.130"
"84"," 0.046700"," 0.06470","2.45e-04","   130","0.0125","0.065","0.130"
"85"," 0.049800"," 0.06190","4.03e-04","   214","0.0125","0.060","0.130"
"89","-0.082500"," 0.12800","3.77e-06","     2","0.0150","0.125","0.130"
"90"," 0.006280"," 0.12500","7.53e-06","     4","0.0150","0.120","0.130"
"91"," 0.050500"," 0.12100","1.70e-05","     9","0.0150","0.115","0.130"
"92"," 0.017500"," 0.08590","2.45e-05","    13","0.0150","0.110","0.130"
"93"," 0.043800"," 0.09400","3.77e-05","    20","0.0150","0.105","0.130"
"94"," 0.053300"," 0.09620","4.71e-05","    25","0.0150","0.100","0.130"
"95"," 0.060700"," 0.09670","6.03e-05","    32","0.0150","0.095","0.130"
"96"," 0.067500"," 0.09540","8.66e-05","    46","0.0150","0.090","0.130"
"97"," 0.051100"," 0.08050","1.17e-04","    62","0.0150","0.085","0.130"
"98"," 0.057400"," 0.08110","1.53e-04","    81","0.0150","0.080","0.130"
"99"," 0.058400"," 0.07510","2.47e-04","   131","0.0150","0.075","0.130"
"100"," 0.061200"," 0.07470","3.24e-04","   172","0.0150","0.070","0.130"
"101"," 0.058200"," 0.06920","5.01e-04","   266","0.0150","0.065","0.130"
"102"," 0.055800"," 0.06370","8.44e-04","   448","0.0150","0.060","0.130"
"106"," 0.033800"," 0.12800","1.13e-05","     6","0.0175","0.125","0.130"
"107"," 0.047800"," 0.12700","1.51e-05","     8","0.0175","0.120","0.130"
"108"," 0.075200"," 0.12100","3.77e-05","    20","0.0175","0.115","0.130"
"109"," 0.063500"," 0.10400","5.46e-05","    29","0.0175","0.110","0.130"
"110"," 0.071900"," 0.10500","7.35e-05","    39","0.0175","0.105","0.130"
"111"," 0.076400"," 0.10500","9.23e-05","    49","0.0175","0.100","0.130"
"112"," 0.079900"," 0.10400","1.24e-04","    66","0.0175","0.095","0.130"
"113"," 0.081600"," 0.10000","1.77e-04","    94","0.0175","0.090","0.130"
"114"," 0.072300"," 0.09090","2.26e-04","   120","0.0175","0.085","0.130"
"115"," 0.073800"," 0.08910","2.92e-04","   155","0.0175","0.080","0.130"
"116"," 0.071200"," 0.08250","4.52e-04","   240","0.0175","0.075","0.130"
"117"," 0.066400"," 0.07680","6.06e-04","   322","0.0175","0.070","0.130"
"118"," 0.062500"," 0.07060","9.32e-04","   495","0.0175","0.065","0.130"
"119"," 0.058500"," 0.06440","1.50e-03","   799","0.0175","0.060","0.130"
"123","-0.098500"," 0.04290","2.07e-05","    11","0.0200","0.125","0.130"
"124","-0.032200"," 0.06780","3.01e-05","    16","0.0200","0.120","0.130"
"125"," 0.045100"," 0.09500","6.78e-05","    36","0.0200","0.115","0.130"
"126"," 0.055000"," 0.09220","1.02e-04","    54","0.0200","0.110","0.130"
"127"," 0.067600"," 0.09680","1.39e-04","    74","0.0200","0.105","0.130"
"128"," 0.072100"," 0.09800","1.64e-04","    87","0.0200","0.100","0.130"
"129"," 0.068200"," 0.09120","2.20e-04","   117","0.0200","0.095","0.130"
"130"," 0.060000"," 0.08090","3.09e-04","   164","0.0200","0.090","0.130"
"131"," 0.060400"," 0.07840","3.90e-04","   207","0.0200","0.085","0.130"
"132"," 0.060500"," 0.07590","5.03e-04","   267","0.0200","0.080","0.130"
"133"," 0.064300"," 0.07510","7.67e-04","   407","0.0200","0.075","0.130"
"134"," 0.062600"," 0.07170","1.03e-03","   546","0.0200","0.070","0.130"
"135"," 0.059900"," 0.06690","1.58e-03","   837","0.0200","0.065","0.130"
"136"," 0.056700"," 0.06180","2.49e-03","  1320","0.0200","0.060","0.130"
"140"," 0.014100"," 0.08760","4.33e-05","    23","0.0225","0.125","0.130"
"141"," 0.034300"," 0.09490","5.46e-05","    29","0.0225","0.120","0.130"
"142"," 0.071400"," 0.10600","1.11e-04","    59","0.0225","0.115","0.130"
"143"," 0.077300"," 0.10300","1.70e-04","    90","0.0225","0.110","0.130"
"144"," 0.071200"," 0.09570","2.39e-04","   127","0.0225","0.105","0.130"
"145"," 0.074800"," 0.09680","2.73e-04","   145","0.0225","0.100","0.130"
"146"," 0.072300"," 0.09150","3.50e-04","   186","0.0225","0.095","0.130"
"147"," 0.066100"," 0.08260","4.90e-04","   260","0.0225","0.090","0.130"
"148"," 0.064100"," 0.07880","6.05e-04","   321","0.0225","0.085","0.130"
"149"," 0.061900"," 0.07450","7.93e-04","   421","0.0225","0.080","0.130"
"150"," 0.064500"," 0.07350","1.21e-03","   641","0.0225","0.075","0.130"
"151"," 0.062700"," 0.07030","1.60e-03","   849","0.0225","0.070","0.130"
"152"," 0.061300"," 0.06710","2.41e-03","  1280","0.0225","0.065","0.130"
"153"," 0.058400"," 0.06260","3.73e-03","  1980","0.0225","0.060","0.130"
"157","-0.014200"," 0.06300","6.03e-05","    32","0.0250","0.125","0.130"
"158","-0.004340"," 0.05990","8.29e-05","    44","0.0250","0.120","0.130"
"159"," 0.050600"," 0.08710","1.58e-04","    84","0.0250","0.115","0.130"
"160"," 0.059300"," 0.08670","2.37e-04","   126","0.0250","0.110","0.130"
"161"," 0.065100"," 0.08740","3.47e-04","   184","0.0250","0.105","0.130"
"162"," 0.069400"," 0.08950","3.94e-04","   209","0.0250","0.100","0.130"
"163"," 0.065900"," 0.08370","5.07e-04","   269","0.0250","0.095","0.130"
"164"," 0.062500"," 0.07770","6.82e-04","   362","0.0250","0.090","0.130"
"165"," 0.060400"," 0.07390","8.34e-04","   443","0.0250","0.085","0.130"
"166"," 0.059900"," 0.07120","1.10e-03","   582","0.0250","0.080","0.130"
"167"," 0.063500"," 0.07140","1.71e-03","   908","0.0250","0.075","0.130"
"168"," 0.063100"," 0.06960","2.26e-03","  1200","0.0250","0.070","0.130"
"169"," 0.062200"," 0.06700","3.37e-03","  1791","0.0250","0.065","0.130"
"170"," 0.059100"," 0.06260","5.17e-03","  2746","0.0250","0.060","0.130"
"174"," 0.028500"," 0.08360","8.85e-05","    47","0.0275","0.125","0.130"
"175"," 0.021200"," 0.06570","1.37e-04","    73","0.0275","0.120","0.130"
"176"," 0.059800"," 0.08770","2.39e-04","   127","0.0275","0.115","0.130"
"177"," 0.067500"," 0.08860","3.56e-04","   189","0.0275","0.110","0.130"
"178"," 0.062900"," 0.08150","5.12e-04","   272","0.0275","0.105","0.130"
"179"," 0.067400"," 0.08420","5.78e-04","   307","0.0275","0.100","0.130"
"180"," 0.065800"," 0.08040","7.57e-04","   402","0.0275","0.095","0.130"
"181"," 0.061300"," 0.07360","1.03e-03","   545","0.0275","0.090","0.130"
"182"," 0.060100"," 0.07120","1.23e-03","   651","0.0275","0.085","0.130"
"183"," 0.059500"," 0.06860","1.62e-03","   861","0.0275","0.080","0.130"
"184"," 0.062200"," 0.06890","2.47e-03","  1309","0.0275","0.075","0.130"
"185"," 0.062800"," 0.06830","3.20e-03","  1700","0.0275","0.070","0.130"
"186"," 0.062200"," 0.06640","4.68e-03","  2485","0.0275","0.065","0.130"
"187"," 0.058100"," 0.06130","7.10e-03","  3771","0.0275","0.060","0.130"
"191"," 0.055900"," 0.09690","1.26e-04","    67","0.0300","0.125","0.130"
"192"," 0.048700"," 0.08270","1.90e-04","   101","0.0300","0.120","0.130"
"193"," 0.073700"," 0.09630","3.13e-04","   166","0.0300","0.115","0.130"
"194"," 0.079100"," 0.09630","4.67e-04","   248","0.0300","0.110","0.130"
"195"," 0.074300"," 0.08900","6.97e-04","   370","0.0300","0.105","0.130"
"196"," 0.077700"," 0.09090","7.93e-04","   421","0.0300","0.100","0.130"
"197"," 0.070800"," 0.08300","1.03e-03","   545","0.0300","0.095","0.130"
"198"," 0.065900"," 0.07620","1.39e-03","   740","0.0300","0.090","0.130"
"199"," 0.065100"," 0.07420","1.67e-03","   888","0.0300","0.085","0.130"
"200"," 0.064800"," 0.07230","2.20e-03","  1170","0.0300","0.080","0.130"
"201"," 0.064200"," 0.06980","3.33e-03","  1769","0.0300","0.075","0.130"
"202"," 0.064300"," 0.06900","4.36e-03","  2317","0.0300","0.070","0.130"
"203"," 0.062600"," 0.06620","6.19e-03","  3285","0.0300","0.065","0.130"
"204"," 0.058500"," 0.06130","9.33e-03","  4954","0.0300","0.060","0.130"
"208"," 0.068200"," 0.10000","1.75e-04","    93","0.0325","0.125","0.130"
"209"," 0.063400"," 0.09020","2.56e-04","   136","0.0325","0.120","0.130"
"210"," 0.083600"," 0.10100","4.35e-04","   231","0.0325","0.115","0.130"
"211"," 0.086600"," 0.10100","6.16e-04","   327","0.0325","0.110","0.130"
"212"," 0.080300"," 0.09260","8.95e-04","   475","0.0325","0.105","0.130"
"213"," 0.080300"," 0.09170","1.02e-03","   543","0.0325","0.100","0.130"
"214"," 0.072100"," 0.08260","1.34e-03","   711","0.0325","0.095","0.130"
"215"," 0.067400"," 0.07630","1.82e-03","   968","0.0325","0.090","0.130"
"216"," 0.066000"," 0.07400","2.18e-03","  1157","0.0325","0.085","0.130"
"217"," 0.065800"," 0.07240","2.87e-03","  1523","0.0325","0.080","0.130"
"218"," 0.065000"," 0.06990","4.28e-03","  2274","0.0325","0.075","0.130"
"219"," 0.064400"," 0.06850","5.61e-03","  2978","0.0325","0.070","0.130"
"220"," 0.063100"," 0.06630","7.90e-03","  4193","0.0325","0.065","0.130"
"221"," 0.059100"," 0.06160","1.19e-02","  6298","0.0325","0.060","0.130"
"225"," 0.066400"," 0.09530","2.13e-04","   113","0.0350","0.125","0.130"
"226"," 0.067800"," 0.09110","3.22e-04","   171","0.0350","0.120","0.130"
"227"," 0.086400"," 0.10200","5.50e-04","   292","0.0350","0.115","0.130"
"228"," 0.089400"," 0.10200","7.70e-04","   409","0.0350","0.110","0.130"
"229"," 0.082500"," 0.09330","1.13e-03","   600","0.0350","0.105","0.130"
"230"," 0.082700"," 0.09270","1.28e-03","   682","0.0350","0.100","0.130"
"231"," 0.075700"," 0.08480","1.68e-03","   891","0.0350","0.095","0.130"
"232"," 0.071500"," 0.07920","2.28e-03","  1209","0.0350","0.090","0.130"
"233"," 0.070300"," 0.07710","2.72e-03","  1446","0.0350","0.085","0.130"
"234"," 0.068800"," 0.07450","3.58e-03","  1899","0.0350","0.080","0.130"
"235"," 0.067700"," 0.07190","5.36e-03","  2848","0.0350","0.075","0.130"
"236"," 0.066400"," 0.06990","7.02e-03","  3728","0.0350","0.070","0.130"
"237"," 0.064200"," 0.06700","9.74e-03","  5170","0.0350","0.065","0.130"
"238"," 0.060200"," 0.06240","1.45e-02","  7682","0.0350","0.060","0.130"
"242"," 0.070100"," 0.09320","3.07e-04","   163","0.0375","0.125","0.130"
"243"," 0.070800"," 0.09010","4.46e-04","   237","0.0375","0.120","0.130"
"244"," 0.084300"," 0.09780","7.25e-04","   385","0.0375","0.115","0.130"
"245"," 0.085700"," 0.09690","1.01e-03","   538","0.0375","0.110","0.130"
"246"," 0.079400"," 0.08900","1.48e-03","   784","0.0375","0.105","0.130"
"247"," 0.079400"," 0.08840","1.66e-03","   881","0.0375","0.100","0.130"
"248"," 0.075400"," 0.08340","2.15e-03","  1140","0.0375","0.095","0.130"
"249"," 0.072600"," 0.07930","2.92e-03","  1552","0.0375","0.090","0.130"
"250"," 0.069700"," 0.07580","3.48e-03","  1849","0.0375","0.085","0.130"
"251"," 0.068400"," 0.07350","4.52e-03","  2398","0.0375","0.080","0.130"
"252"," 0.066400"," 0.07030","6.76e-03","  3590","0.0375","0.075","0.130"
"253"," 0.065600"," 0.06880","8.77e-03","  4658","0.0375","0.070","0.130"
"254"," 0.063500"," 0.06610","1.20e-02","  6376","0.0375","0.065","0.130"
"255"," 0.060100"," 0.06200","1.75e-02","  9297","0.0375","0.060","0.130"
"259"," 0.069100"," 0.09060","3.75e-04","   199","0.0400","0.125","0.130"
"260"," 0.072700"," 0.08990","5.63e-04","   299","0.0400","0.120","0.130"
"261"," 0.082200"," 0.09470","9.17e-04","   487","0.0400","0.115","0.130"
"262"," 0.084200"," 0.09450","1.26e-03","   668","0.0400","0.110","0.130"
"263"," 0.076400"," 0.08530","1.85e-03","   981","0.0400","0.105","0.130"
"264"," 0.077000"," 0.08520","2.07e-03","  1101","0.0400","0.100","0.130"
"265"," 0.075100"," 0.08230","2.69e-03","  1427","0.0400","0.095","0.130"
"266"," 0.072000"," 0.07800","3.67e-03","  1947","0.0400","0.090","0.130"
"267"," 0.069200"," 0.07470","4.32e-03","  2296","0.0400","0.085","0.130"
"268"," 0.068600"," 0.07320","5.60e-03","  2971","0.0400","0.080","0.130"
"269"," 0.066600"," 0.07010","8.29e-03","  4400","0.0400","0.075","0.130"
"270"," 0.065700"," 0.06860","1.07e-02","  5668","0.0400","0.070","0.130"
"271"," 0.063600"," 0.06600","1.44e-02","  7668","0.0400","0.065","0.130"
"272"," 0.060300"," 0.06220","2.08e-02"," 11038","0.0400","0.060","0.130"
"276"," 0.066100"," 0.08640","4.46e-04","   237","0.0425","0.125","0.130"
"277"," 0.071300"," 0.08730","6.63e-04","   352","0.0425","0.120","0.130"
"278"," 0.081000"," 0.09240","1.10e-03","   586","0.0425","0.115","0.130"
"279"," 0.082800"," 0.09230","1.51e-03","   803","0.0425","0.110","0.130"
"280"," 0.078100"," 0.08600","2.23e-03","  1186","0.0425","0.105","0.130"
"281"," 0.077900"," 0.08530","2.53e-03","  1344","0.0425","0.100","0.130"
"282"," 0.074700"," 0.08120","3.28e-03","  1742","0.0425","0.095","0.130"
"283"," 0.073100"," 0.07830","4.53e-03","  2407","0.0425","0.090","0.130"
"284"," 0.069400"," 0.07430","5.31e-03","  2817","0.0425","0.085","0.130"
"285"," 0.068600"," 0.07280","6.82e-03","  3623","0.0425","0.080","0.130"
"286"," 0.066400"," 0.06950","9.99e-03","  5305","0.0425","0.075","0.130"
"287"," 0.065500"," 0.06810","1.29e-02","  6825","0.0425","0.070","0.130"
"288"," 0.063700"," 0.06590","1.72e-02","  9141","0.0425","0.065","0.130"
"289"," 0.060300"," 0.06200","2.45e-02"," 13003","0.0425","0.060","0.130"
"293"," 0.072300"," 0.09050","5.52e-04","   293","0.0450","0.125","0.130"
"294"," 0.072200"," 0.08700","8.23e-04","   437","0.0450","0.120","0.130"
"295"," 0.078100"," 0.08910","1.37e-03","   726","0.0450","0.115","0.130"
"296"," 0.079800"," 0.08890","1.86e-03","   985","0.0450","0.110","0.130"
"297"," 0.077500"," 0.08500","2.74e-03","  1457","0.0450","0.105","0.130"
"298"," 0.077300"," 0.08420","3.12e-03","  1655","0.0450","0.100","0.130"
"299"," 0.073400"," 0.07940","4.04e-03","  2143","0.0450","0.095","0.130"
"300"," 0.071500"," 0.07640","5.56e-03","  2951","0.0450","0.090","0.130"
"301"," 0.068700"," 0.07330","6.48e-03","  3440","0.0450","0.085","0.130"
"302"," 0.067800"," 0.07160","8.29e-03","  4404","0.0450","0.080","0.130"
"303"," 0.065100"," 0.06810","1.20e-02","  6366","0.0450","0.075","0.130"
"304"," 0.064800"," 0.06730","1.53e-02","  8141","0.0450","0.070","0.130"
"305"," 0.063000"," 0.06510","2.04e-02"," 10823","0.0450","0.065","0.130"
"306"," 0.060200"," 0.06180","2.86e-02"," 15182","0.0450","0.060","0.130"
"310"," 0.073500"," 0.09000","6.50e-04","   345","0.0475","0.125","0.130"
"311"," 0.072800"," 0.08630","9.85e-04","   523","0.0475","0.120","0.130"
"312"," 0.077000"," 0.08710","1.66e-03","   882","0.0475","0.115","0.130"
"313"," 0.078100"," 0.08650","2.26e-03","  1202","0.0475","0.110","0.130"
"314"," 0.077000"," 0.08380","3.33e-03","  1767","0.0475","0.105","0.130"
"315"," 0.075600"," 0.08190","3.78e-03","  2009","0.0475","0.100","0.130"
"316"," 0.071700"," 0.07730","4.86e-03","  2583","0.0475","0.095","0.130"
"317"," 0.070100"," 0.07470","6.65e-03","  3533","0.0475","0.090","0.130"
"318"," 0.067600"," 0.07180","7.73e-03","  4106","0.0475","0.085","0.130"
"319"," 0.066600"," 0.07020","9.88e-03","  5244","0.0475","0.080","0.130"
"320"," 0.064400"," 0.06720","1.42e-02","  7531","0.0475","0.075","0.130"
"321"," 0.063700"," 0.06610","1.81e-02","  9587","0.0475","0.070","0.130"
"322"," 0.062300"," 0.06420","2.38e-02"," 12629","0.0475","0.065","0.130"
"323"," 0.059700"," 0.06120","3.29e-02"," 17450","0.0475","0.060","0.130"
"327"," 0.078900"," 0.09350","7.80e-04","   414","0.0500","0.125","0.130"
"328"," 0.075400"," 0.08740","1.20e-03","   638","0.0500","0.120","0.130"
"329"," 0.078800"," 0.08780","2.02e-03","  1074","0.0500","0.115","0.130"
"330"," 0.080900"," 0.08830","2.75e-03","  1461","0.0500","0.110","0.130"
"331"," 0.079000"," 0.08510","4.02e-03","  2134","0.0500","0.105","0.130"
"332"," 0.077800"," 0.08340","4.55e-03","  2416","0.0500","0.100","0.130"
"333"," 0.072600"," 0.07770","5.85e-03","  3108","0.0500","0.095","0.130"
"334"," 0.071200"," 0.07530","7.96e-03","  4229","0.0500","0.090","0.130"
"335"," 0.068900"," 0.07270","9.19e-03","  4881","0.0500","0.085","0.130"
"336"," 0.068000"," 0.07120","1.17e-02","  6227","0.0500","0.080","0.130"
"337"," 0.065400"," 0.06800","1.66e-02","  8825","0.0500","0.075","0.130"
"338"," 0.064200"," 0.06630","2.10e-02"," 11172","0.0500","0.070","0.130"
"339"," 0.062700"," 0.06450","2.74e-02"," 14565","0.0500","0.065","0.130"
"340"," 0.059900"," 0.06140","3.74e-02"," 19874","0.0500","0.060","0.130"
"344"," 0.073200"," 0.08740","8.89e-04","   472","0.0525","0.125","0.130"
"345"," 0.072800"," 0.08410","1.40e-03","   743","0.0525","0.120","0.130"
"346"," 0.076400"," 0.08480","2.38e-03","  1262","0.0525","0.115","0.130"
"347"," 0.077800"," 0.08480","3.23e-03","  1713","0.0525","0.110","0.130"
"348"," 0.077600"," 0.08330","4.71e-03","  2503","0.0525","0.105","0.130"
"349"," 0.076800"," 0.08210","5.33e-03","  2832","0.0525","0.100","0.130"
"350"," 0.072000"," 0.07670","6.90e-03","  3664","0.0525","0.095","0.130"
"351"," 0.070200"," 0.07400","9.42e-03","  5001","0.0525","0.090","0.130"
"352"," 0.068000"," 0.07160","1.08e-02","  5739","0.0525","0.085","0.130"
"353"," 0.067100"," 0.07010","1.37e-02","  7288","0.0525","0.080","0.130"
"354"," 0.064600"," 0.06700","1.93e-02"," 10244","0.0525","0.075","0.130"
"355"," 0.063600"," 0.06570","2.42e-02"," 12843","0.0525","0.070","0.130"
"356"," 0.062200"," 0.06390","3.14e-02"," 16655","0.0525","0.065","0.130"
"357"," 0.059700"," 0.06110","4.23e-02"," 22442","0.0525","0.060","0.130"
"361"," 0.071000"," 0.08440","1.07e-03","   567","0.0550","0.125","0.130"
"362"," 0.069000"," 0.07970","1.68e-03","   892","0.0550","0.120","0.130"
"363"," 0.074900"," 0.08270","2.83e-03","  1504","0.0550","0.115","0.130"
"364"," 0.076900"," 0.08340","3.84e-03","  2041","0.0550","0.110","0.130"
"365"," 0.076400"," 0.08170","5.58e-03","  2964","0.0550","0.105","0.130"
"366"," 0.075600"," 0.08050","6.28e-03","  3332","0.0550","0.100","0.130"
"367"," 0.071800"," 0.07610","8.11e-03","  4308","0.0550","0.095","0.130"
"368"," 0.069900"," 0.07350","1.10e-02","  5850","0.0550","0.090","0.130"
"369"," 0.068000"," 0.07130","1.26e-02","  6670","0.0550","0.085","0.130"
"370"," 0.066600"," 0.06940","1.59e-02","  8464","0.0550","0.080","0.130"
"371"," 0.064400"," 0.06670","2.22e-02"," 11805","0.0550","0.075","0.130"
"372"," 0.063300"," 0.06530","2.77e-02"," 14732","0.0550","0.070","0.130"
"373"," 0.062000"," 0.06360","3.57e-02"," 18958","0.0550","0.065","0.130"
"374"," 0.059600"," 0.06090","4.75e-02"," 25215","0.0550","0.060","0.130"
"378"," 0.068200"," 0.08110","1.23e-03","   654","0.0575","0.125","0.130"
"379"," 0.069400"," 0.07940","1.95e-03","  1033","0.0575","0.120","0.130"
"380"," 0.073900"," 0.08130","3.27e-03","  1734","0.0575","0.115","0.130"
"381"," 0.075300"," 0.08140","4.46e-03","  2367","0.0575","0.110","0.130"
"382"," 0.075700"," 0.08070","6.49e-03","  3447","0.0575","0.105","0.130"
"383"," 0.075400"," 0.07990","7.30e-03","  3878","0.0575","0.100","0.130"
"384"," 0.072000"," 0.07600","9.42e-03","  5000","0.0575","0.095","0.130"
"385"," 0.070200"," 0.07350","1.28e-02","  6783","0.0575","0.090","0.130"
"386"," 0.068400"," 0.07150","1.45e-02","  7707","0.0575","0.085","0.130"
"387"," 0.067000"," 0.06960","1.83e-02","  9738","0.0575","0.080","0.130"
"388"," 0.064600"," 0.06670","2.54e-02"," 13466","0.0575","0.075","0.130"
"389"," 0.063700"," 0.06550","3.15e-02"," 16718","0.0575","0.070","0.130"
"390"," 0.062100"," 0.06360","4.02e-02"," 21337","0.0575","0.065","0.130"
"391"," 0.059500"," 0.06080","5.29e-02"," 28102","0.0575","0.060","0.130"
"395"," 0.073100"," 0.08490","1.41e-03","   751","0.0600","0.125","0.130"
"396"," 0.075200"," 0.08420","2.25e-03","  1193","0.0600","0.120","0.130"
"397"," 0.078100"," 0.08480","3.75e-03","  1990","0.0600","0.115","0.130"
"398"," 0.077200"," 0.08290","5.13e-03","  2722","0.0600","0.110","0.130"
"399"," 0.075800"," 0.08040","7.48e-03","  3971","0.0600","0.105","0.130"
"400"," 0.075500"," 0.07980","8.41e-03","  4465","0.0600","0.100","0.130"
"401"," 0.071600"," 0.07540","1.08e-02","  5749","0.0600","0.095","0.130"
"402"," 0.069800"," 0.07290","1.47e-02","  7788","0.0600","0.090","0.130"
"403"," 0.068300"," 0.07120","1.66e-02","  8832","0.0600","0.085","0.130"
"404"," 0.066800"," 0.06930","2.09e-02"," 11116","0.0600","0.080","0.130"
"405"," 0.064300"," 0.06630","2.87e-02"," 15223","0.0600","0.075","0.130"
"406"," 0.063300"," 0.06500","3.55e-02"," 18827","0.0600","0.070","0.130"
"407"," 0.061800"," 0.06320","4.49e-02"," 23858","0.0600","0.065","0.130"
"408"," 0.059400"," 0.06060","5.87e-02"," 31147","0.0600","0.060","0.130"
"412"," 0.075600"," 0.08640","1.61e-03","   855","0.0625","0.125","0.130"
"413"," 0.076200"," 0.08460","2.56e-03","  1357","0.0625","0.120","0.130"
"414"," 0.079200"," 0.08540","4.29e-03","  2277","0.0625","0.115","0.130"
"415"," 0.078200"," 0.08340","5.88e-03","  3123","0.0625","0.110","0.130"
"416"," 0.075300"," 0.07970","8.53e-03","  4529","0.0625","0.105","0.130"
"417"," 0.075100"," 0.07910","9.57e-03","  5083","0.0625","0.100","0.130"
"418"," 0.072000"," 0.07550","1.23e-02","  6548","0.0625","0.095","0.130"
"419"," 0.070100"," 0.07310","1.66e-02","  8832","0.0625","0.090","0.130"
"420"," 0.068700"," 0.07140","1.88e-02","  9983","0.0625","0.085","0.130"
"421"," 0.067100"," 0.06950","2.36e-02"," 12546","0.0625","0.080","0.130"
"422"," 0.064600"," 0.06650","3.22e-02"," 17087","0.0625","0.075","0.130"
"423"," 0.063400"," 0.06500","3.96e-02"," 21026","0.0625","0.070","0.130"
"424"," 0.061800"," 0.06320","4.99e-02"," 26489","0.0625","0.065","0.130"
"425"," 0.059400"," 0.06060","6.45e-02"," 34269","0.0625","0.060","0.130"
"429"," 0.077500"," 0.08750","1.84e-03","   978","0.0650","0.125","0.130"
"430"," 0.077700"," 0.08550","2.94e-03","  1561","0.0650","0.120","0.130"
"431"," 0.078500"," 0.08430","4.92e-03","  2613","0.0650","0.115","0.130"
"432"," 0.077800"," 0.08280","6.72e-03","  3569","0.0650","0.110","0.130"
"433"," 0.074900"," 0.07900","9.74e-03","  5170","0.0650","0.105","0.130"
"434"," 0.075000"," 0.07880","1.09e-02","  5790","0.0650","0.100","0.130"
"435"," 0.071900"," 0.07520","1.40e-02","  7415","0.0650","0.095","0.130"
