"","ROI95lo","ROIavg","ROI95hi","fractaken","badProb","interest"
"360"," 0.07040571"," 0.0763363","0.082267","2.2021e-02","0.055","0.170"
"361"," 0.06968047"," 0.0752664","0.080852","2.4487e-02","0.055","0.165"
"362"," 0.07015591"," 0.0752331","0.080310","2.8649e-02","0.055","0.160"
"363"," 0.06896534"," 0.0735036","0.078042","3.4637e-02","0.055","0.155"
"364"," 0.06949447"," 0.0736169","0.077739","4.0439e-02","0.055","0.150"
"365"," 0.06828047"," 0.0721488","0.076017","4.5158e-02","0.055","0.145"
"366"," 0.07000989"," 0.0733253","0.076641","5.6959e-02","0.055","0.140"
"367"," 0.07017745"," 0.0731696","0.076162","6.6986e-02","0.055","0.135"
"368"," 0.06881700"," 0.0715542","0.074291","7.7925e-02","0.055","0.130"
"369"," 0.06859808"," 0.0711503","0.073702","8.6863e-02","0.055","0.125"
"370"," 0.06867664"," 0.0709696","0.073262","1.0193e-01","0.055","0.120"
"371"," 0.06914665"," 0.0712634","0.073380","1.1423e-01","0.055","0.115"
"372"," 0.06885590"," 0.0708781","0.072900","1.2231e-01","0.055","0.110"
"374","-0.13589696"," 0.0722139","0.280325","4.0017e-05","0.060","0.255"
"375","-0.13589696"," 0.0722139","0.280325","4.0017e-05","0.060","0.250"
"376","-0.01451285"," 0.0510937","0.116700","2.8740e-04","0.060","0.245"
"377"," 0.00135810"," 0.0522240","0.103090","4.3292e-04","0.060","0.240"
"378"," 0.03598212"," 0.0772527","0.118523","5.9662e-04","0.060","0.235"
"379"," 0.06354217"," 0.0924580","0.121374","1.1023e-03","0.060","0.230"
"380"," 0.06089009"," 0.0871381","0.113386","1.3642e-03","0.060","0.225"
"381"," 0.05908366"," 0.0809181","0.102752","2.1027e-03","0.060","0.220"
"382"," 0.05213171"," 0.0717666","0.091401","2.6521e-03","0.060","0.215"
"383"," 0.06248029"," 0.0788117","0.095143","3.6307e-03","0.060","0.210"
"384"," 0.07109411"," 0.0854362","0.099778","4.5292e-03","0.060","0.205"
"385"," 0.07456454"," 0.0870662","0.099568","5.7480e-03","0.060","0.200"
"386"," 0.07567223"," 0.0861361","0.096600","7.8616e-03","0.060","0.195"
"387"," 0.07543942"," 0.0844835","0.093528","1.0292e-02","0.060","0.190"
"388"," 0.07262032"," 0.0804702","0.088320","1.3533e-02","0.060","0.185"
"389"," 0.07038872"," 0.0772499","0.084111","1.7331e-02","0.060","0.180"
"390"," 0.06885706"," 0.0748342","0.080811","2.2268e-02","0.060","0.175"
"391"," 0.07018164"," 0.0757328","0.081284","2.5109e-02","0.060","0.170"
"392"," 0.06926006"," 0.0744890","0.079718","2.7939e-02","0.060","0.165"
"393"," 0.06953279"," 0.0742844","0.079036","3.2792e-02","0.060","0.160"
"394"," 0.06896010"," 0.0731984","0.077437","3.9708e-02","0.060","0.155"
"395"," 0.06966866"," 0.0735172","0.077366","4.6362e-02","0.060","0.150"
"396"," 0.06833330"," 0.0719513","0.075569","5.1666e-02","0.060","0.145"
"397"," 0.06945555"," 0.0725663","0.075677","6.5079e-02","0.060","0.140"
"398"," 0.06959867"," 0.0724089","0.075219","7.6422e-02","0.060","0.135"
"399"," 0.06840335"," 0.0709740","0.073545","8.8762e-02","0.060","0.130"
"400"," 0.06808883"," 0.0704898","0.072891","9.8770e-02","0.060","0.125"
"401"," 0.06798565"," 0.0701454","0.072305","1.1588e-01","0.060","0.120"
"402"," 0.06825417"," 0.0702523","0.072250","1.2969e-01","0.060","0.115"
"403"," 0.06805928"," 0.0699680","0.071877","1.3878e-01","0.060","0.110"
"405","-0.13589696"," 0.0722139","0.280325","4.0017e-05","0.065","0.255"
"406","-0.10613296"," 0.0872628","0.280659","4.3655e-05","0.065","0.250"
"407"," 0.00812284"," 0.0691287","0.130135","3.1650e-04","0.065","0.245"
"408"," 0.01781893"," 0.0653448","0.112871","4.7657e-04","0.065","0.240"
"409"," 0.04491896"," 0.0839847","0.123050","6.6211e-04","0.065","0.235"
"410"," 0.06293842"," 0.0906640","0.118390","1.2187e-03","0.065","0.230"
"411"," 0.06046102"," 0.0856916","0.110922","1.4988e-03","0.065","0.225"
"412"," 0.05595142"," 0.0771310","0.098311","2.2774e-03","0.065","0.220"
"413"," 0.04822112"," 0.0672642","0.086307","2.8703e-03","0.065","0.215"
"414"," 0.05906845"," 0.0748822","0.090696","3.9435e-03","0.065","0.210"
"415"," 0.06775846"," 0.0817016","0.095645","4.9003e-03","0.065","0.205"
"416"," 0.07042213"," 0.0825816","0.094741","6.2391e-03","0.065","0.200"
"417"," 0.07139030"," 0.0815375","0.091685","8.5674e-03","0.065","0.195"
"418"," 0.07193749"," 0.0807028","0.089468","1.1209e-02","0.065","0.190"
"419"," 0.06939725"," 0.0770000","0.084603","1.4719e-02","0.065","0.185"
"420"," 0.06816923"," 0.0747836","0.081398","1.8885e-02","0.065","0.180"
"421"," 0.06766661"," 0.0734029","0.079139","2.4283e-02","0.065","0.175"
"422"," 0.06862553"," 0.0739705","0.079315","2.7343e-02","0.065","0.170"
"423"," 0.06797006"," 0.0730009","0.078032","3.0410e-02","0.065","0.165"
"424"," 0.06801717"," 0.0725848","0.077152","3.5761e-02","0.065","0.160"
"425"," 0.06740583"," 0.0714845","0.075563","4.3233e-02","0.065","0.155"
"426"," 0.06846523"," 0.0721700","0.075875","5.0371e-02","0.065","0.150"
"427"," 0.06737070"," 0.0708500","0.074329","5.6166e-02","0.065","0.145"
"428"," 0.06840067"," 0.0713963","0.074392","7.0751e-02","0.065","0.140"
"429"," 0.06838417"," 0.0710948","0.073806","8.2942e-02","0.065","0.135"
"430"," 0.06745457"," 0.0699314","0.072408","9.6322e-02","0.065","0.130"
"431"," 0.06724090"," 0.0695547","0.071868","1.0711e-01","0.065","0.125"
"432"," 0.06713534"," 0.0692191","0.071303","1.2549e-01","0.065","0.120"
"433"," 0.06742945"," 0.0693582","0.071287","1.4034e-01","0.065","0.115"
"434"," 0.06729910"," 0.0691429","0.070987","1.5002e-01","0.065","0.110"
"436","-0.07825768"," 0.0896136","0.257485","5.0931e-05","0.070","0.255"
"437","-0.05839984"," 0.1004927","0.259385","5.4569e-05","0.070","0.250"
"438"," 0.00900651"," 0.0656765","0.122346","3.7107e-04","0.070","0.245"
"439"," 0.02055471"," 0.0652002","0.109846","5.4205e-04","0.070","0.240"
"440"," 0.04681446"," 0.0835458","0.120277","7.5306e-04","0.070","0.235"
"441"," 0.06341298"," 0.0894064","0.115400","1.4006e-03","0.070","0.230"
"442"," 0.06313694"," 0.0867357","0.110334","1.7098e-03","0.070","0.225"
"443"," 0.06023378"," 0.0800487","0.099864","2.5720e-03","0.070","0.220"
"444"," 0.05085138"," 0.0687317","0.086612","3.2378e-03","0.070","0.215"
"445"," 0.06212820"," 0.0769255","0.091723","4.4565e-03","0.070","0.210"
"446"," 0.06939844"," 0.0825368","0.095675","5.4933e-03","0.070","0.205"
"447"," 0.07090617"," 0.0824101","0.093914","6.9994e-03","0.070","0.200"
"448"," 0.07219782"," 0.0817951","0.091392","9.5751e-03","0.070","0.195"
"449"," 0.07290362"," 0.0811801","0.089457","1.2536e-02","0.070","0.190"
"450"," 0.07150620"," 0.0786716","0.085837","1.6407e-02","0.070","0.185"
"451"," 0.07011822"," 0.0763421","0.082566","2.1100e-02","0.070","0.180"
"452"," 0.06914008"," 0.0745445","0.079949","2.7114e-02","0.070","0.175"
"453"," 0.06949490"," 0.0745325","0.079570","3.0624e-02","0.070","0.170"
"454"," 0.06834413"," 0.0730888","0.077834","3.4095e-02","0.070","0.165"
"455"," 0.06841684"," 0.0727285","0.077040","4.0010e-02","0.070","0.160"
"456"," 0.06775407"," 0.0716064","0.075459","4.8323e-02","0.070","0.155"
"457"," 0.06850491"," 0.0720069","0.075509","5.6312e-02","0.070","0.150"
"458"," 0.06765906"," 0.0709462","0.074233","6.2722e-02","0.070","0.145"
"459"," 0.06845457"," 0.0712891","0.074124","7.8940e-02","0.070","0.140"
"460"," 0.06836543"," 0.0709338","0.073502","9.2324e-02","0.070","0.135"
"461"," 0.06746807"," 0.0698174","0.072167","1.0689e-01","0.070","0.130"
"462"," 0.06733252"," 0.0695270","0.071722","1.1884e-01","0.070","0.125"
"463"," 0.06704679"," 0.0690268","0.071007","1.3905e-01","0.070","0.120"
"464"," 0.06722563"," 0.0690607","0.070896","1.5525e-01","0.070","0.115"
"465"," 0.06715279"," 0.0689076","0.070662","1.6582e-01","0.070","0.110"
"467","-0.07825768"," 0.0896136","0.257485","5.0931e-05","0.075","0.255"
"468","-0.05839984"," 0.1004927","0.259385","5.4569e-05","0.075","0.250"
"469"," 0.01910250"," 0.0729545","0.126806","4.0745e-04","0.075","0.245"
"470"," 0.03142328"," 0.0734960","0.115569","6.0026e-04","0.075","0.240"
"471"," 0.05643741"," 0.0910802","0.125723","8.2945e-04","0.075","0.235"
"472"," 0.07302991"," 0.0977511","0.122472","1.5207e-03","0.075","0.230"
"473"," 0.07183385"," 0.0942873","0.116741","1.8554e-03","0.075","0.225"
"474"," 0.06260057"," 0.0816865","0.100772","2.7939e-03","0.075","0.220"
"475"," 0.05363945"," 0.0708641","0.088089","3.5033e-03","0.075","0.215"
"476"," 0.06561965"," 0.0798559","0.094092","4.8057e-03","0.075","0.210"
"477"," 0.07159135"," 0.0842277","0.096864","5.9371e-03","0.075","0.205"
"478"," 0.07277927"," 0.0838376","0.094896","7.5669e-03","0.075","0.200"
"479"," 0.07326750"," 0.0825386","0.091810","1.0281e-02","0.075","0.195"
"480"," 0.07313805"," 0.0811635","0.089189","1.3413e-02","0.075","0.190"
"481"," 0.07280632"," 0.0797356","0.086665","1.7549e-02","0.075","0.185"
"482"," 0.07077337"," 0.0767940","0.082815","2.2595e-02","0.075","0.180"
"483"," 0.06958672"," 0.0748204","0.080054","2.8976e-02","0.075","0.175"
"484"," 0.06968223"," 0.0745652","0.079448","3.2745e-02","0.075","0.170"
"485"," 0.06834161"," 0.0729437","0.077546","3.6463e-02","0.075","0.165"
"486"," 0.06859480"," 0.0727735","0.076952","4.2790e-02","0.075","0.160"
"487"," 0.06792668"," 0.0716594","0.075392","5.1695e-02","0.075","0.155"
"488"," 0.06867672"," 0.0720684","0.075460","6.0237e-02","0.075","0.150"
"489"," 0.06755626"," 0.0707458","0.073935","6.6982e-02","0.075","0.145"
"490"," 0.06853218"," 0.0712792","0.074026","8.4328e-02","0.075","0.140"
"491"," 0.06843312"," 0.0709198","0.073407","9.8698e-02","0.075","0.135"
"492"," 0.06747942"," 0.0697558","0.072032","1.1418e-01","0.075","0.130"
"493"," 0.06720927"," 0.0693378","0.071466","1.2683e-01","0.075","0.125"
"494"," 0.06687636"," 0.0687991","0.070722","1.4816e-01","0.075","0.120"
"495"," 0.06705522"," 0.0688379","0.070621","1.6536e-01","0.075","0.115"
"496"," 0.06692026"," 0.0686263","0.070332","1.7657e-01","0.075","0.110"
"498","-0.04077057"," 0.1103744","0.261519","5.8207e-05","0.080","0.255"
"499","-0.02544531"," 0.1187524","0.262950","6.1845e-05","0.080","0.250"
"500"," 0.02443572"," 0.0748586","0.125281","4.5474e-04","0.080","0.245"
"501"," 0.03246918"," 0.0722475","0.112026","6.6938e-04","0.080","0.240"
"502"," 0.05910483"," 0.0918322","0.124560","9.2040e-04","0.080","0.235"
"503"," 0.07417442"," 0.0977082","0.121242","1.6698e-03","0.080","0.230"
"504"," 0.07308342"," 0.0945241","0.115965","2.0263e-03","0.080","0.225"
"505"," 0.06301706"," 0.0811162","0.099215","3.0741e-03","0.080","0.220"
"506"," 0.05512953"," 0.0714269","0.087724","3.8817e-03","0.080","0.215"
"507"," 0.06802571"," 0.0814018","0.094778","5.3551e-03","0.080","0.210"
"508"," 0.07293570"," 0.0848655","0.096795","6.5883e-03","0.080","0.205"
"509"," 0.07500977"," 0.0854451","0.095880","8.3746e-03","0.080","0.200"
"510"," 0.07313073"," 0.0819515","0.090772","1.1361e-02","0.080","0.195"
"511"," 0.07222064"," 0.0798647","0.087509","1.4828e-02","0.080","0.190"
"512"," 0.07244224"," 0.0790327","0.085623","1.9419e-02","0.080","0.185"
"513"," 0.07054467"," 0.0762798","0.082015","2.4924e-02","0.080","0.180"
"514"," 0.06927703"," 0.0742645","0.079252","3.1985e-02","0.080","0.175"
"515"," 0.06966508"," 0.0743118","0.078959","3.6176e-02","0.080","0.170"
"516"," 0.06817087"," 0.0725523","0.076934","4.0276e-02","0.080","0.165"
"517"," 0.06853492"," 0.0725129","0.076491","4.7199e-02","0.080","0.160"
"518"," 0.06765283"," 0.0712071","0.074761","5.7014e-02","0.080","0.155"
"519"," 0.06833620"," 0.0715703","0.074804","6.6331e-02","0.080","0.150"
"520"," 0.06714858"," 0.0701944","0.073240","7.3639e-02","0.080","0.145"
"521"," 0.06855343"," 0.0711750","0.073797","9.2568e-02","0.080","0.140"
"522"," 0.06841513"," 0.0707899","0.073165","1.0823e-01","0.080","0.135"
"523"," 0.06756631"," 0.0697423","0.071918","1.2497e-01","0.080","0.130"
"524"," 0.06718232"," 0.0692189","0.071255","1.3872e-01","0.080","0.125"
"525"," 0.06685917"," 0.0686998","0.070540","1.6189e-01","0.080","0.120"
"526"," 0.06691802"," 0.0686259","0.070334","1.8064e-01","0.080","0.115"
"527"," 0.06670814"," 0.0683439","0.069980","1.9280e-01","0.080","0.110"
"529","-0.04077057"," 0.1103744","0.261519","5.8207e-05","0.085","0.255"
"530","-0.02544531"," 0.1187524","0.262950","6.1845e-05","0.085","0.250"
"531"," 0.02948752"," 0.0777783","0.126069","4.8385e-04","0.085","0.245"
"532"," 0.03778579"," 0.0759614","0.114137","7.0940e-04","0.085","0.240"
"533"," 0.06204403"," 0.0935593","0.125074","9.8225e-04","0.085","0.235"
"534"," 0.07678079"," 0.0994371","0.122093","1.7790e-03","0.085","0.230"
"535"," 0.07517191"," 0.0958721","0.116572","2.1537e-03","0.085","0.225"
"536"," 0.06503446"," 0.0825081","0.099982","3.2596e-03","0.085","0.220"
"537"," 0.05648876"," 0.0722767","0.088065","4.1182e-03","0.085","0.215"
"538"," 0.06761575"," 0.0805961","0.093576","5.6934e-03","0.085","0.210"
"539"," 0.07230037"," 0.0838602","0.095420","7.0285e-03","0.085","0.205"
"540"," 0.07552662"," 0.0856280","0.095729","8.9093e-03","0.085","0.200"
"541"," 0.07288074"," 0.0814181","0.089956","1.2111e-02","0.085","0.195"
"542"," 0.07201948"," 0.0794367","0.086854","1.5771e-02","0.085","0.190"
"543"," 0.07084939"," 0.0772608","0.083672","2.0685e-02","0.085","0.185"
"544"," 0.06908127"," 0.0746604","0.080240","2.6521e-02","0.085","0.180"
"545"," 0.06796087"," 0.0728127","0.077665","3.4000e-02","0.085","0.175"
"546"," 0.06863072"," 0.0731505","0.077670","3.8420e-02","0.085","0.170"
"547"," 0.06767061"," 0.0719285","0.076186","4.2735e-02","0.085","0.165"
"548"," 0.06817012"," 0.0720334","0.075897","5.0124e-02","0.085","0.160"
"549"," 0.06729719"," 0.0707513","0.074205","6.0517e-02","0.085","0.155"
"550"," 0.06787594"," 0.0710204","0.074165","7.0380e-02","0.085","0.150"
"551"," 0.06688445"," 0.0698446","0.072805","7.8067e-02","0.085","0.145"
"552"," 0.06817206"," 0.0707239","0.073276","9.8021e-02","0.085","0.140"
"553"," 0.06805903"," 0.0703723","0.072686","1.1442e-01","0.085","0.135"
"554"," 0.06724086"," 0.0693614","0.071482","1.3199e-01","0.085","0.130"
"555"," 0.06688806"," 0.0688733","0.070859","1.4644e-01","0.085","0.125"
"556"," 0.06658800"," 0.0683828","0.070178","1.7080e-01","0.085","0.120"
"557"," 0.06671836"," 0.0683840","0.070050","1.9039e-01","0.085","0.115"
"558"," 0.06650565"," 0.0681013","0.069697","2.0308e-01","0.085","0.110"
"560","-0.06046704"," 0.0839063","0.228280","6.5483e-05","0.090","0.255"
"561","-0.04560706"," 0.0927954","0.231198","6.9121e-05","0.090","0.250"
"562"," 0.03724435"," 0.0824029","0.127562","5.5661e-04","0.090","0.245"
"563"," 0.03927934"," 0.0755793","0.111879","8.1126e-04","0.090","0.240"
"564"," 0.05984078"," 0.0902765","0.120712","1.0987e-03","0.090","0.235"
"565"," 0.07767615"," 0.0993644","0.121053","1.9863e-03","0.090","0.230"
"566"," 0.07604587"," 0.0959244","0.115803","2.3901e-03","0.090","0.225"
"567"," 0.06364614"," 0.0804565","0.097267","3.6088e-03","0.090","0.220"
"568"," 0.05423604"," 0.0694280","0.084620","4.5474e-03","0.090","0.215"
"569"," 0.06548139"," 0.0779765","0.090472","6.2646e-03","0.090","0.210"
"570"," 0.06932080"," 0.0805089","0.091697","7.6906e-03","0.090","0.205"
"571"," 0.07242642"," 0.0822286","0.092031","9.6951e-03","0.090","0.200"
"572"," 0.07037425"," 0.0786113","0.086848","1.3239e-02","0.090","0.195"
"573"," 0.06995343"," 0.0770953","0.084237","1.7240e-02","0.090","0.190"
"574"," 0.06908758"," 0.0752615","0.081436","2.2523e-02","0.090","0.185"
"575"," 0.06785980"," 0.0732374","0.078615","2.8849e-02","0.090","0.180"
"576"," 0.06681452"," 0.0714875","0.076161","3.6998e-02","0.090","0.175"
"577"," 0.06757229"," 0.0719277","0.076283","4.1782e-02","0.090","0.170"
"578"," 0.06672599"," 0.0708271","0.074928","4.6497e-02","0.090","0.165"
"579"," 0.06731246"," 0.0710364","0.074760","5.4427e-02","0.090","0.160"
"580"," 0.06648803"," 0.0698193","0.073151","6.5654e-02","0.090","0.155"
"581"," 0.06700624"," 0.0700402","0.073074","7.6317e-02","0.090","0.150"
"582"," 0.06595206"," 0.0688059","0.071660","8.4768e-02","0.090","0.145"
"583"," 0.06719553"," 0.0696553","0.072115","1.0643e-01","0.090","0.140"
"584"," 0.06714242"," 0.0693725","0.071603","1.2417e-01","0.090","0.135"
"585"," 0.06661822"," 0.0686610","0.070704","1.4308e-01","0.090","0.130"
"586"," 0.06636473"," 0.0682779","0.070191","1.5857e-01","0.090","0.125"
"587"," 0.06603987"," 0.0677711","0.069502","1.8468e-01","0.090","0.120"
"588"," 0.06616166"," 0.0677698","0.069378","2.0561e-01","0.090","0.115"
"589"," 0.06600610"," 0.0675469","0.069088","2.1918e-01","0.090","0.110"
"591","-0.03201514"," 0.1010856","0.234186","7.2759e-05","0.095","0.255"
"592","-0.01990979"," 0.1083101","0.236530","7.6397e-05","0.095","0.250"
"593"," 0.04481688"," 0.0887286","0.132640","5.7843e-04","0.095","0.245"
"594"," 0.03981542"," 0.0754759","0.111136","8.4764e-04","0.095","0.240"
"595"," 0.06127785"," 0.0911347","0.120992","1.1460e-03","0.095","0.235"
"596"," 0.07986484"," 0.1010634","0.122262","2.0809e-03","0.095","0.230"
"597"," 0.07861443"," 0.0980517","0.117489","2.4956e-03","0.095","0.225"
"598"," 0.06370254"," 0.0802216","0.096741","3.7580e-03","0.095","0.220"
"599"," 0.05363537"," 0.0685277","0.083420","4.7548e-03","0.095","0.215"
"600"," 0.06542002"," 0.0776057","0.089791","6.5774e-03","0.095","0.210"
"601"," 0.06780392"," 0.0787558","0.089708","8.0617e-03","0.095","0.205"
"602"," 0.07079529"," 0.0803961","0.089997","1.0161e-02","0.095","0.200"
"603"," 0.06910000"," 0.0771499","0.085200","1.3908e-02","0.095","0.195"
"604"," 0.06932446"," 0.0762922","0.083260","1.8142e-02","0.095","0.190"
"605"," 0.06796273"," 0.0739916","0.080020","2.3763e-02","0.095","0.185"
"606"," 0.06696857"," 0.0722223","0.077476","3.0359e-02","0.095","0.180"
"607"," 0.06636111"," 0.0709228","0.075484","3.8919e-02","0.095","0.175"
"608"," 0.06706023"," 0.0713132","0.075566","4.3910e-02","0.095","0.170"
"609"," 0.06627474"," 0.0702808","0.074287","4.8821e-02","0.095","0.165"
"610"," 0.06705224"," 0.0706848","0.074317","5.7247e-02","0.095","0.160"
"611"," 0.06621480"," 0.0694631","0.072711","6.9085e-02","0.095","0.155"
"612"," 0.06663386"," 0.0695936","0.072553","8.0315e-02","0.095","0.150"
"613"," 0.06585100"," 0.0686322","0.071413","8.9224e-02","0.095","0.145"
"614"," 0.06719260"," 0.0695925","0.071992","1.1180e-01","0.095","0.140"
"615"," 0.06697600"," 0.0691533","0.071331","1.3039e-01","0.095","0.135"
"616"," 0.06650111"," 0.0684965","0.070492","1.5013e-01","0.095","0.130"
"617"," 0.06616674"," 0.0680374","0.069908","1.6626e-01","0.095","0.125"
"618"," 0.06584023"," 0.0675336","0.069227","1.9358e-01","0.095","0.120"
"619"," 0.06598745"," 0.0675608","0.069134","2.1544e-01","0.095","0.115"
"620"," 0.06580603"," 0.0673138","0.068821","2.2963e-01","0.095","0.110"
"622","-0.01969771"," 0.1086006","0.236899","7.6397e-05","0.100","0.255"
"623","-0.00869307"," 0.1151551","0.239003","8.0035e-05","0.100","0.250"
"624"," 0.05387788"," 0.0957584","0.137639","6.1481e-04","0.100","0.245"
"625"," 0.04997391"," 0.0839804","0.117987","9.0221e-04","0.100","0.240"
"626"," 0.06654464"," 0.0951740","0.123803","1.2260e-03","0.100","0.235"
"627"," 0.08060566"," 0.1011922","0.121779","2.2301e-03","0.100","0.230"
"628"," 0.07774820"," 0.0966867","0.115625","2.6666e-03","0.100","0.225"
"629"," 0.06163671"," 0.0777111","0.093785","3.9981e-03","0.100","0.220"
"630"," 0.05236788"," 0.0668630","0.081358","5.0495e-03","0.100","0.215"
"631"," 0.06414209"," 0.0759454","0.087749","7.0358e-03","0.100","0.210"
"632"," 0.06742242"," 0.0779960","0.088570","8.6510e-03","0.100","0.205"
"633"," 0.07036776"," 0.0796411","0.088914","1.0903e-02","0.100","0.200"
"634"," 0.06868035"," 0.0764706","0.084261","1.4865e-02","0.100","0.195"
"635"," 0.06822015"," 0.0749792","0.081738","1.9350e-02","0.100","0.190"
"636"," 0.06692208"," 0.0727567","0.078591","2.5400e-02","0.100","0.185"
"637"," 0.06588636"," 0.0709703","0.076054","3.2494e-02","0.100","0.180"
"638"," 0.06537237"," 0.0697855","0.074199","4.1691e-02","0.100","0.175"
"639"," 0.06604944"," 0.0701660","0.074283","4.7039e-02","0.100","0.170"
"640"," 0.06533001"," 0.0692054","0.073081","5.2343e-02","0.100","0.165"
"641"," 0.06586665"," 0.0693877","0.072909","6.1325e-02","0.100","0.160"
"642"," 0.06519635"," 0.0683461","0.071496","7.4010e-02","0.100","0.155"
"643"," 0.06577766"," 0.0686459","0.071514","8.6107e-02","0.100","0.150"
"644"," 0.06506414"," 0.0677580","0.070452","9.5627e-02","0.100","0.145"
"645"," 0.06654990"," 0.0688743","0.071199","1.1973e-01","0.100","0.140"
"646"," 0.06645136"," 0.0685619","0.070672","1.3944e-01","0.100","0.135"
"647"," 0.06598774"," 0.0679244","0.069861","1.6032e-01","0.100","0.130"
"648"," 0.06569818"," 0.0675135","0.069329","1.7750e-01","0.100","0.125"
"649"," 0.06530078"," 0.0669468","0.068593","2.0632e-01","0.100","0.120"
"650"," 0.06546810"," 0.0669978","0.068528","2.2954e-01","0.100","0.115"
"651"," 0.06523180"," 0.0666986","0.068165","2.4456e-01","0.100","0.110"
"653"," 0.00026383"," 0.1196991","0.239134","8.3673e-05","0.105","0.255"
"654"," 0.00953265"," 0.1252450","0.240957","8.7311e-05","0.105","0.250"
"655"," 0.05155310"," 0.0922549","0.132957","6.5119e-04","0.105","0.245"
"656"," 0.04885781"," 0.0819248","0.114992","9.5314e-04","0.105","0.240"
"657"," 0.06209521"," 0.0902042","0.118313","1.3024e-03","0.105","0.235"
"658"," 0.07867224"," 0.0988089","0.118946","2.3610e-03","0.105","0.230"
"659"," 0.07733055"," 0.0958627","0.114395","2.8121e-03","0.105","0.225"
"660"," 0.05891926"," 0.0746767","0.090434","4.2237e-03","0.105","0.220"
"661"," 0.05039952"," 0.0646361","0.078873","5.2969e-03","0.105","0.215"
"662"," 0.06112697"," 0.0727182","0.084309","7.4105e-03","0.105","0.210"
"663"," 0.06447623"," 0.0748519","0.085228","9.1094e-03","0.105","0.205"
"664"," 0.06798218"," 0.0771001","0.086218","1.1423e-02","0.105","0.200"
"665"," 0.06595880"," 0.0736369","0.081315","1.5567e-02","0.105","0.195"
"666"," 0.06646048"," 0.0731050","0.079750","2.0260e-02","0.105","0.190"
"667"," 0.06513340"," 0.0708626","0.076592","2.6601e-02","0.105","0.185"
"668"," 0.06448090"," 0.0694682","0.074455","3.4008e-02","0.105","0.180"
"669"," 0.06435332"," 0.0686778","0.073002","4.3612e-02","0.105","0.175"
"670"," 0.06512607"," 0.0691605","0.073195","4.9192e-02","0.105","0.170"
"671"," 0.06467390"," 0.0684709","0.072268","5.4726e-02","0.105","0.165"
"672"," 0.06527108"," 0.0687216","0.072172","6.4075e-02","0.105","0.160"
"673"," 0.06461240"," 0.0676985","0.070785","7.7357e-02","0.105","0.155"
"674"," 0.06514502"," 0.0679557","0.070766","8.9999e-02","0.105","0.150"
"675"," 0.06442837"," 0.0670688","0.069709","9.9924e-02","0.105","0.145"
"676"," 0.06601716"," 0.0682944","0.070572","1.2516e-01","0.105","0.140"
"677"," 0.06591905"," 0.0679883","0.070058","1.4561e-01","0.105","0.135"
"678"," 0.06547738"," 0.0673773","0.069277","1.6721e-01","0.105","0.130"
"679"," 0.06525081"," 0.0670320","0.068813","1.8506e-01","0.105","0.125"
"680"," 0.06494542"," 0.0665606","0.068176","2.1496e-01","0.105","0.120"
"681"," 0.06510572"," 0.0666071","0.068108","2.3905e-01","0.105","0.115"
"682"," 0.06484509"," 0.0662853","0.067725","2.5462e-01","0.105","0.110"
"684"," 0.00198875"," 0.1163734","0.230758","8.7311e-05","0.110","0.255"
"685"," 0.01081079"," 0.1218305","0.232850","9.0949e-05","0.110","0.250"
"686"," 0.04784005"," 0.0865411","0.125242","7.0212e-04","0.110","0.245"
"687"," 0.04778716"," 0.0793937","0.111000","1.0332e-03","0.110","0.240"
"688"," 0.05310517"," 0.0802848","0.107464","1.4261e-03","0.110","0.235"
"689"," 0.07332053"," 0.0927907","0.112261","2.5538e-03","0.110","0.230"
"690"," 0.07146828"," 0.0895113","0.107554","3.0304e-03","0.110","0.225"
"691"," 0.05412131"," 0.0695004","0.084880","4.5438e-03","0.110","0.220"
"692"," 0.04556013"," 0.0594105","0.073261","5.7189e-03","0.110","0.215"
"693"," 0.05689549"," 0.0681799","0.079464","7.9671e-03","0.110","0.210"
"694"," 0.05969410"," 0.0698389","0.079984","9.7279e-03","0.110","0.205"
"695"," 0.06323572"," 0.0721429","0.081050","1.2227e-02","0.110","0.200"
"696"," 0.06286224"," 0.0703414","0.077821","1.6658e-02","0.110","0.195"
"697"," 0.06421141"," 0.0706785","0.077146","2.1624e-02","0.110","0.190"
"698"," 0.06356899"," 0.0691359","0.074703","2.8391e-02","0.110","0.185"
"699"," 0.06346614"," 0.0683093","0.073152","3.6259e-02","0.110","0.180"
"700"," 0.06363924"," 0.0678311","0.072023","4.6588e-02","0.110","0.175"
"701"," 0.06437431"," 0.0682869","0.072200","5.2539e-02","0.110","0.170"
"702"," 0.06407023"," 0.0677509","0.071432","5.8444e-02","0.110","0.165"
"703"," 0.06473708"," 0.0680819","0.071427","6.8386e-02","0.110","0.160"
"704"," 0.06433810"," 0.0673253","0.070313","8.2632e-02","0.110","0.155"
"705"," 0.06496108"," 0.0676801","0.070399","9.6147e-02","0.110","0.150"
"706"," 0.06433499"," 0.0668904","0.069446","1.0670e-01","0.110","0.145"
"707"," 0.06580094"," 0.0680063","0.070212","1.3364e-01","0.110","0.140"
"708"," 0.06572655"," 0.0677314","0.069736","1.5538e-01","0.110","0.135"
"709"," 0.06515293"," 0.0669957","0.068839","1.7829e-01","0.110","0.130"
"710"," 0.06504389"," 0.0667716","0.068499","1.9714e-01","0.110","0.125"
"711"," 0.06481170"," 0.0663797","0.067948","2.2861e-01","0.110","0.120"
