"","ROI95lo","ROIavg","ROI95hi","fractaken","badProb","interest"
"159","0.065312","0.068138","0.070965","0.05115591","0.040","0.130"
"160","0.065805","0.068392","0.070978","0.05912346","0.040","0.125"
"161","0.066496","0.068785","0.071074","0.07152302","0.040","0.120"
"162","0.067043","0.069134","0.071226","0.08204276","0.040","0.115"
"163","0.066939","0.068937","0.070935","0.08808846","0.040","0.110"
"164","0.066541","0.068383","0.070225","0.09961115","0.040","0.105"
"165","0.066169","0.067917","0.069665","0.10747224","0.040","0.100"
"166","0.065922","0.067587","0.069252","0.11511201","0.040","0.095"
"167","0.065888","0.067500","0.069112","0.12000347","0.040","0.090"
"168","0.065215","0.066735","0.068254","0.13004415","0.040","0.085"
"169","0.064748","0.066221","0.067694","0.13554355","0.040","0.080"
"170","0.063389","0.064711","0.066033","0.15589386","0.040","0.075"
"171","0.063146","0.064432","0.065719","0.16116913","0.040","0.070"
"172","0.065027","0.071310","0.077593","0.01247240","0.045","0.160"
"173","0.062545","0.067700","0.072854","0.01830239","0.045","0.155"
"174","0.066140","0.070671","0.075203","0.02266997","0.045","0.150"
"175","0.064525","0.068627","0.072729","0.02744097","0.045","0.145"
"176","0.065157","0.068545","0.071932","0.03817363","0.045","0.140"
"177","0.066139","0.069108","0.072078","0.04755034","0.045","0.135"
"178","0.065299","0.067969","0.070639","0.05738931","0.045","0.130"
"179","0.065799","0.068241","0.070683","0.06634580","0.045","0.125"
"180","0.066429","0.068592","0.070755","0.08024138","0.045","0.120"
"181","0.066986","0.068964","0.070941","0.09187613","0.045","0.115"
"182","0.066881","0.068772","0.070663","0.09856338","0.045","0.110"
"183","0.066473","0.068217","0.069962","0.11133274","0.045","0.105"
"184","0.065999","0.067656","0.069313","0.11999787","0.045","0.100"
"185","0.065747","0.067327","0.068908","0.12842207","0.045","0.095"
"186","0.065761","0.067291","0.068821","0.13387664","0.045","0.090"
"187","0.065156","0.066598","0.068040","0.14491467","0.045","0.085"
"188","0.064716","0.066115","0.067513","0.15092394","0.045","0.080"
"189","0.063359","0.064616","0.065873","0.17316528","0.045","0.075"
"190","0.063125","0.064349","0.065573","0.17897005","0.045","0.070"
"191","0.063728","0.069561","0.075394","0.01466040","0.050","0.160"
"192","0.062054","0.066827","0.071599","0.02149893","0.050","0.155"
"193","0.065440","0.069647","0.073854","0.02655569","0.050","0.150"
"194","0.063833","0.067644","0.071454","0.03209151","0.050","0.145"
"195","0.064421","0.067574","0.070726","0.04446866","0.050","0.140"
"196","0.064967","0.067741","0.070514","0.05523774","0.050","0.135"
"197","0.064534","0.067023","0.069512","0.06661475","0.050","0.130"
"198","0.065251","0.067526","0.069801","0.07696639","0.050","0.125"
"199","0.065449","0.067472","0.069494","0.09299674","0.050","0.120"
"200","0.066109","0.067959","0.069809","0.10625357","0.050","0.115"
"201","0.065915","0.067686","0.069456","0.11388213","0.050","0.110"
"202","0.065720","0.067353","0.068987","0.12845569","0.050","0.105"
"203","0.065304","0.066857","0.068410","0.13834228","0.050","0.100"
"204","0.065100","0.066582","0.068064","0.14784506","0.050","0.095"
"205","0.065100","0.066535","0.067971","0.15403364","0.050","0.090"
"206","0.064589","0.065943","0.067297","0.16648363","0.050","0.085"
"207","0.064164","0.065478","0.066792","0.17323252","0.050","0.080"
"208","0.062765","0.063949","0.065134","0.19821375","0.050","0.075"
"209","0.062558","0.063712","0.064865","0.20477212","0.050","0.070"
"210","0.063349","0.068931","0.074512","0.01607237","0.055","0.160"
"211","0.061770","0.066338","0.070906","0.02354965","0.055","0.155"
"212","0.065304","0.069329","0.073355","0.02908827","0.055","0.150"
"213","0.063731","0.067376","0.071021","0.03515358","0.055","0.145"
"214","0.064736","0.067751","0.070765","0.04865415","0.055","0.140"
"215","0.065148","0.067803","0.070457","0.06032251","0.055","0.135"
"216","0.064493","0.066877","0.069261","0.07270527","0.055","0.130"
"217","0.064948","0.067131","0.069313","0.08395060","0.055","0.125"
"218","0.064907","0.066850","0.068793","0.10135370","0.055","0.120"
"219","0.065685","0.067462","0.069239","0.11577036","0.055","0.115"
"220","0.065606","0.067306","0.069006","0.12402087","0.055","0.110"
"221","0.065496","0.067066","0.068636","0.13961978","0.055","0.105"
"222","0.065116","0.066609","0.068101","0.15031041","0.055","0.100"
"223","0.064955","0.066379","0.067803","0.16054719","0.055","0.095"
"224","0.064928","0.066309","0.067689","0.16717561","0.055","0.090"
"225","0.064452","0.065754","0.067057","0.18056692","0.055","0.085"
"226","0.064047","0.065311","0.066576","0.18777245","0.055","0.080"
"227","0.062578","0.063720","0.064862","0.21465031","0.055","0.075"
"228","0.062374","0.063486","0.064598","0.22165133","0.055","0.070"
"229","0.061681","0.066977","0.072274","0.01812029","0.060","0.160"
"230","0.060741","0.065056","0.069372","0.02664534","0.060","0.155"
"231","0.064145","0.067948","0.071751","0.03290956","0.060","0.150"
"232","0.063050","0.066490","0.069931","0.03972567","0.060","0.145"
"233","0.064026","0.066872","0.069718","0.05503042","0.060","0.140"
"234","0.064298","0.066806","0.069314","0.06815839","0.060","0.135"
"235","0.063482","0.065740","0.067998","0.08193070","0.060","0.130"
"236","0.064024","0.066093","0.068162","0.09441711","0.060","0.125"
"237","0.063974","0.065818","0.067663","0.11385132","0.060","0.120"
"238","0.064882","0.066568","0.068255","0.12990688","0.060","0.115"
"239","0.064998","0.066610","0.068223","0.13912951","0.060","0.110"
"240","0.064851","0.066342","0.067833","0.15639253","0.060","0.105"
"241","0.064519","0.065938","0.067356","0.16814774","0.060","0.100"
"242","0.064411","0.065765","0.067119","0.17950514","0.060","0.095"
"243","0.064328","0.065641","0.066954","0.18680312","0.060","0.090"
"244","0.063927","0.065168","0.066408","0.20153076","0.060","0.085"
"245","0.063516","0.064720","0.065924","0.20948429","0.060","0.080"
"246","0.062141","0.063230","0.064319","0.23895077","0.060","0.075"
"247","0.061932","0.062993","0.064055","0.24651210","0.060","0.070"
"248","0.061198","0.066310","0.071423","0.01953226","0.065","0.160"
"249","0.060026","0.064191","0.068355","0.02876609","0.065","0.155"
"250","0.063136","0.066811","0.070485","0.03551218","0.065","0.150"
"251","0.062074","0.065396","0.068719","0.04286619","0.065","0.145"
"252","0.063280","0.066026","0.068772","0.05934758","0.065","0.140"
