"","ROI95lo","ROIavg","ROI95hi","fractaken","badProb","interest"
"59","0.061617","0.063597","0.065577","0.05325955","0.015","0.075"
"60","0.061215","0.063141","0.065066","0.05526128","0.015","0.070"
"61","0.061965","0.066461","0.070956","0.01720433","0.020","0.140"
"62","0.061527","0.065488","0.069450","0.02144896","0.020","0.135"
"63","0.061263","0.064821","0.068379","0.02578348","0.020","0.130"
"64","0.061628","0.064858","0.068088","0.03018597","0.020","0.125"
"65","0.063011","0.065860","0.068709","0.03658799","0.020","0.120"
"66","0.064064","0.066653","0.069242","0.04219414","0.020","0.115"
"67","0.064390","0.066865","0.069340","0.04513425","0.020","0.110"
"68","0.063809","0.066101","0.068393","0.05079959","0.020","0.105"
"69","0.063709","0.065890","0.068071","0.05453995","0.020","0.100"
"70","0.063592","0.065665","0.067739","0.05854341","0.020","0.095"
"71","0.063369","0.065356","0.067343","0.06198559","0.020","0.090"
"72","0.063049","0.064929","0.066808","0.06667968","0.020","0.085"
"73","0.062382","0.064186","0.065989","0.07050554","0.020","0.080"
"74","0.061426","0.063048","0.064669","0.08084305","0.020","0.075"
"75","0.061119","0.062695","0.064272","0.08378973","0.020","0.070"
"76","0.061129","0.065183","0.069236","0.02133495","0.025","0.140"
"77","0.061355","0.064918","0.068482","0.02659470","0.025","0.135"
"78","0.061224","0.064418","0.067612","0.03203422","0.025","0.130"
"79","0.061340","0.064246","0.067152","0.03742332","0.025","0.125"
"80","0.061868","0.064440","0.067012","0.04542584","0.025","0.120"
"81","0.062756","0.065095","0.067434","0.05240448","0.025","0.115"
"82","0.063206","0.065441","0.067676","0.05603522","0.025","0.110"
"83","0.062824","0.064893","0.066961","0.06301605","0.025","0.105"
"84","0.062859","0.064828","0.066798","0.06762682","0.025","0.100"
"85","0.062776","0.064648","0.066520","0.07262347","0.025","0.095"
"86","0.062522","0.064318","0.066113","0.07679794","0.025","0.090"
"87","0.062255","0.063957","0.065658","0.08247863","0.025","0.085"
"88","0.061607","0.063240","0.064873","0.08716614","0.025","0.080"
"89","0.060747","0.062217","0.063687","0.09975532","0.025","0.075"
"90","0.060460","0.061890","0.063320","0.10329178","0.025","0.070"
"91","0.059848","0.063398","0.066948","0.02800665","0.030","0.140"
"92","0.060800","0.063912","0.067024","0.03495021","0.030","0.135"
"93","0.060500","0.063299","0.066097","0.04193323","0.030","0.130"
"94","0.060411","0.062959","0.065508","0.04901931","0.030","0.125"
"95","0.060665","0.062927","0.065189","0.05947521","0.030","0.120"
"96","0.061402","0.063465","0.065527","0.06840734","0.030","0.115"
"97","0.061956","0.063929","0.065902","0.07302469","0.030","0.110"
"98","0.061880","0.063709","0.065538","0.08181432","0.030","0.105"
"99","0.061832","0.063575","0.065318","0.08769672","0.030","0.100"
"100","0.061804","0.063461","0.065118","0.09409655","0.030","0.095"
"101","0.061721","0.063311","0.064902","0.09932340","0.030","0.090"
"102","0.061551","0.063058","0.064564","0.10659803","0.030","0.085"
"103","0.060961","0.062407","0.063853","0.11263610","0.030","0.080"
"104","0.060165","0.061471","0.062777","0.12834955","0.030","0.075"
"105","0.059961","0.061231","0.062501","0.13283754","0.030","0.070"
"106","0.058606","0.061921","0.065236","0.03260426","0.035","0.140"
"107","0.059503","0.062413","0.065323","0.04058925","0.035","0.135"
"108","0.059550","0.062166","0.064783","0.04863782","0.035","0.130"
"109","0.059149","0.061537","0.063925","0.05677408","0.035","0.125"
"110","0.059439","0.061560","0.063681","0.06875375","0.035","0.120"
"111","0.060355","0.062289","0.064222","0.07904522","0.035","0.115"
"112","0.060916","0.062768","0.064620","0.08424796","0.035","0.110"
"113","0.061102","0.062817","0.064532","0.09434649","0.035","0.105"
"114","0.061111","0.062746","0.064381","0.10101599","0.035","0.100"
"115","0.061160","0.062715","0.064271","0.10818538","0.035","0.095"
"116","0.061115","0.062609","0.064103","0.11404147","0.035","0.090"
"117","0.060978","0.062394","0.063810","0.12231148","0.035","0.085"
"118","0.060388","0.061747","0.063107","0.12916734","0.035","0.080"
"119","0.059530","0.060760","0.061991","0.14686937","0.035","0.075"
"120","0.059374","0.060571","0.061767","0.15192960","0.035","0.070"
"121","0.059345","0.062367","0.065390","0.03920580","0.040","0.140"
"122","0.060103","0.062758","0.065414","0.04867728","0.040","0.135"
"123","0.060114","0.062501","0.064887","0.05834828","0.040","0.130"
"124","0.059689","0.061869","0.064049","0.06803901","0.040","0.125"
"125","0.059864","0.061803","0.063742","0.08224842","0.040","0.120"
"126","0.060597","0.062368","0.064138","0.09438157","0.040","0.115"
"127","0.061036","0.062734","0.064431","0.10052269","0.040","0.110"
"128","0.061154","0.062727","0.064301","0.11245851","0.040","0.105"
"129","0.061043","0.062546","0.064048","0.12030098","0.040","0.100"
"130","0.060954","0.062385","0.063817","0.12879681","0.040","0.095"
"131","0.060888","0.062264","0.063639","0.13573380","0.040","0.090"
"132","0.060815","0.062118","0.063421","0.14552100","0.040","0.085"
"133","0.060295","0.061547","0.062798","0.15351475","0.040","0.080"
"134","0.059298","0.060434","0.061571","0.17404945","0.040","0.075"
"135","0.059156","0.060261","0.061367","0.17992309","0.040","0.070"
"136","0.058124","0.061005","0.063886","0.04365433","0.045","0.140"
"137","0.058870","0.061403","0.063935","0.05413654","0.045","0.135"
"138","0.058986","0.061262","0.063538","0.06489719","0.045","0.130"
"139","0.058937","0.061014","0.063091","0.07558769","0.045","0.125"
"140","0.059001","0.060850","0.062700","0.09132307","0.045","0.120"
"141","0.059668","0.061358","0.063048","0.10470373","0.045","0.115"
"142","0.060149","0.061770","0.063391","0.11145655","0.045","0.110"
"143","0.060305","0.061808","0.063311","0.12460919","0.045","0.105"
"144","0.060204","0.061638","0.063073","0.13333743","0.045","0.100"
"145","0.060179","0.061547","0.062914","0.14259185","0.045","0.095"
"146","0.060076","0.061391","0.062706","0.15016027","0.045","0.090"
"147","0.060054","0.061300","0.062547","0.16087269","0.045","0.085"
"148","0.059566","0.060764","0.061962","0.16964039","0.045","0.080"
"149","0.058637","0.059726","0.060815","0.19198607","0.045","0.075"
"150","0.058531","0.059591","0.060651","0.19841660","0.045","0.070"
"151","0.056995","0.059693","0.062392","0.05036110","0.050","0.140"
"152","0.057935","0.060309","0.062683","0.06228815","0.050","0.135"
"153","0.058108","0.060243","0.062379","0.07446515","0.050","0.130"
"154","0.058189","0.060137","0.062086","0.08664214","0.050","0.125"
"155","0.058448","0.060184","0.061920","0.10441871","0.050","0.120"
"156","0.059118","0.060705","0.062292","0.11968490","0.050","0.115"
"157","0.059523","0.061045","0.062567","0.12734978","0.050","0.110"
"158","0.059656","0.061069","0.062482","0.14221036","0.050","0.105"
"159","0.059607","0.060956","0.062305","0.15200852","0.050","0.100"
"160","0.059484","0.060772","0.062060","0.16239646","0.050","0.095"
"161","0.059386","0.060626","0.061865","0.17089449","0.050","0.090"
"162","0.059418","0.060593","0.061769","0.18291581","0.050","0.085"
"163","0.058946","0.060076","0.061206","0.19273371","0.050","0.080"
"164","0.058006","0.059035","0.060064","0.21772570","0.050","0.075"
"165","0.057915","0.058917","0.059919","0.22487755","0.050","0.070"
"166","0.056836","0.059427","0.062019","0.05469343","0.055","0.140"
"167","0.057696","0.059977","0.062258","0.06759394","0.055","0.135"
"168","0.058044","0.060097","0.062150","0.08068958","0.055","0.130"
"169","0.058134","0.060009","0.061883","0.09380056","0.055","0.125"
"170","0.058232","0.059904","0.061576","0.11299786","0.055","0.120"
"171","0.058871","0.060399","0.061928","0.12943482","0.055","0.115"
"172","0.059185","0.060653","0.062120","0.13767852","0.055","0.110"
"173","0.059273","0.060636","0.061999","0.15368138","0.055","0.105"
"174","0.059237","0.060539","0.061841","0.16416798","0.055","0.100"
"175","0.059168","0.060411","0.061654","0.17536932","0.055","0.095"
"176","0.059052","0.060248","0.061444","0.18453167","0.055","0.090"
"177","0.059069","0.060205","0.061340","0.19740587","0.055","0.085"
"178","0.058578","0.059670","0.060762","0.20786396","0.055","0.080"
"179","0.057682","0.058678","0.059674","0.23435780","0.055","0.075"
"180","0.057597","0.058566","0.059536","0.24199199","0.055","0.070"
"181","0.056251","0.058708","0.061165","0.06103844","0.060","0.140"
"182","0.057313","0.059477","0.061641","0.07530486","0.060","0.135"
"183","0.057633","0.059584","0.061536","0.08966118","0.060","0.130"
"184","0.057546","0.059331","0.061116","0.10411176","0.060","0.125"
"185","0.057845","0.059436","0.061026","0.12538752","0.060","0.120"
"186","0.058676","0.060130","0.061584","0.14341184","0.060","0.115"
"187","0.058976","0.060373","0.061769","0.15250183","0.060","0.110"
"188","0.059080","0.060378","0.061676","0.16999996","0.060","0.105"
"189","0.059065","0.060305","0.061545","0.18150825","0.060","0.100"
"190","0.059017","0.060202","0.061386","0.19376855","0.060","0.095"
"191","0.058825","0.059965","0.061106","0.20373992","0.060","0.090"
"192","0.058783","0.059866","0.060950","0.21786164","0.060","0.085"
"193","0.058327","0.059370","0.060412","0.22925373","0.060","0.080"
"194","0.057462","0.058414","0.059365","0.25815929","0.060","0.075"
"195","0.057362","0.058290","0.059217","0.26638106","0.060","0.070"
